semantic_pattern,syntactic_key,display_path,count
技术 → 应用于 → 设备,cc->nn->nn->nn->dobj->root->conj->dobj->nn->nn->conj,与(cc) — 健康(nn) — 管理(nn) — 技术(nn) — 内涵(dobj) — 介绍(root) — 回顾(conj) — 现状(dobj) — 设备(nn) — 交通(nn) — 舰船(conj),1
技术 → 应用于 → 设备,cc->nn->nn->nn->dobj->root->conj->dobj->nn->nn->conj,与(cc) — 健康(nn) — 管理(nn) — 技术(nn) — 内涵(dobj) — 介绍(root) — 回顾(conj) — 现状(dobj) — 设备(nn) — 交通(nn) — 车辆(conj),1
技术 → 应用于 → 设备,cc->nn->nn->nn->dobj->root->conj->dobj->nn->nn->conj->amod,与(cc) — 健康(nn) — 管理(nn) — 技术(nn) — 内涵(dobj) — 介绍(root) — 回顾(conj) — 现状(dobj) — 设备(nn) — 交通(nn) — 飞机(conj) — 固定翼(amod),1
技术 → 应用于 → 设备,cc->nn->nn->nn->dobj->root->conj->dobj->nn->nn->conj->amod,与(cc) — 健康(nn) — 管理(nn) — 技术(nn) — 内涵(dobj) — 介绍(root) — 回顾(conj) — 现状(dobj) — 设备(nn) — 交通(nn) — 飞行器(conj) — 航天(amod),1
技术 → 应用于 → 设备,cc->nn->nn->nn->dobj->root->conj->dobj->nn->nn->nn,与(cc) — 健康(nn) — 管理(nn) — 技术(nn) — 内涵(dobj) — 介绍(root) — 回顾(conj) — 现状(dobj) — 设备(nn) — 交通(nn) — 轨道(nn),1
技术 → 应用于 → 设备,cc->nn->nn->nn->dobj->root->conj->dobj->nn->nn->nn->conj,与(cc) — 健康(nn) — 管理(nn) — 技术(nn) — 内涵(dobj) — 介绍(root) — 回顾(conj) — 现状(dobj) — 设备(nn) — 交通(nn) — 飞机(nn) — 发动机(conj),1
技术 → 应用于 → 过程,nn->nn->nn->nn->nsubj->root->prep->plmod->lobj->nn,飞机(nn) — 结构(nn) — 健康(nn) — 监测(nn) — 技术(nsubj) — 发挥(root) — 在(prep) — 中(plmod) — 过程(lobj) — 维护(nn),1
技术 → 应用于 → 过程,nn->nn->nn->nn->nsubj->root->prep->plmod->lobj->nn->conj,飞机(nn) — 结构(nn) — 健康(nn) — 监测(nn) — 技术(nsubj) — 发挥(root) — 在(prep) — 中(plmod) — 过程(lobj) — 结构(nn) — 设计(conj),1
技术 → 应用于 → 过程,nn->nn->nn->nn->nsubj->root->prep->plmod->lobj->nn->conj,飞机(nn) — 结构(nn) — 健康(nn) — 监测(nn) — 技术(nsubj) — 发挥(root) — 在(prep) — 中(plmod) — 过程(lobj) — 维护(nn) — 飞行(conj),1
技术 → 应用于 → 领域,nn->nn->nsubj->rcmod->nsubj->nn->nn,监测(nn) — 静电(nn) — 信号(nsubj) — 获得(rcmod) — 实验(nsubj) — 试车台(nn) — 发动机(nn),1
技术 → 应用于 → 领域,nn->nn->nsubj->root->conj->prep->pobj->assmod->pobj->nn,数字(nn) — 孪生体(nn) — 概念(nsubj) — 发展(root) — 起到(conj) — 为(prep) — 发展(pobj) — 在(assmod) — 行业(pobj) — 管道(nn),1
技术 → 应用于 → 领域,nn->nsubj->conj->root->attr->rcmod,智能(nn) — 技术(nsubj) — 应用(conj) — 是(root) — 手段(attr) — 提升(rcmod),1
技术 → 应用于 → 领域,nn->nsubj->conj->root->attr->rcmod->dobj->nn,智能(nn) — 技术(nsubj) — 应用(conj) — 是(root) — 手段(attr) — 提升(rcmod) — 竞争力(dobj) — 飞机(nn),1
技术 → 应用于 → 领域,nn->nsubj->conj->root->root->dep->prep->pobj->nn->conj->amod->nn,智能(nn) — 技术(nsubj) — 应用(conj) — 是(root) — 把握(root) — 进行(dep) — 从(prep) — 方面(pobj) — 管理(nn) — 定制(conj) — 个性(amod) — 服务(nn),1
技术 → 应用于 → 领域,nn->nsubj->conj->root->root->dep->prep->pobj->nn->conj->nn->nn,智能(nn) — 技术(nsubj) — 应用(conj) — 是(root) — 把握(root) — 进行(dep) — 从(prep) — 方面(pobj) — 管理(nn) — 优化(conj) — 生产(nn) — 制造(nn),1
技术 → 应用于 → 领域,nn->nsubj->conj->root->root->dep->prep->pobj->nn->conj->nn->nn,智能(nn) — 技术(nsubj) — 应用(conj) — 是(root) — 把握(root) — 进行(dep) — 从(prep) — 方面(pobj) — 管理(nn) — 创新(conj) — 产品(nn) — 设计(nn),1
技术 → 应用于 → 领域,nsubj->root->root->attr->rcmod->prep->pobj->nn->nn,智能化(nsubj) — 提升(root) — 是(root) — 问题(attr) — 应用(rcmod) — 在(prep) — 领域(pobj) — 航空(nn) — 发动机(nn),1
技术 → 应用于 → 领域,prnmod->punct->nn->pobj->assmod->plmod->lobj->nn->nn,PHM(prnmod) — )(punct) — 技术(nn) — 问题(pobj) — 在(assmod) — 中(plmod) — 工程(lobj) — 民机(nn) — 维修(nn),1
技术 → 应用于 → 领域,punct->prnmod->nn->nsubj->root->prep->pobj->amod->nn->nn->nn,)(punct) — RFID(prnmod) — 识别(nn) — 技术(nsubj) — 得到(root) — 在(prep) — 领域(pobj) — 民用(amod) — 航空(nn) — 机场(nn) — 运输(nn),1
技术 → 应用在 → 平台,conj->assmod->pobj->prep->root->dep->prep->pobj->rcmod->cpm->nn->nn,技术(conj) — 技术(assmod) — 发展(pobj) — 随着(prep) — 复杂(root) — 发展(dep) — 向(prep) — 方向(pobj) — 综合化(rcmod) — 的(cpm) — 航空(nn) — 电子(nn),1
技术 → 引入 → 系统,amod->nsubj->root->root->nsubj->nn->nn,可信(amod) — 计算(nsubj) — 引入(root) — 要求(root) — 系统(nsubj) — 航空(nn) — 电子(nn),1
技术 → 引入 → 问题,rcmod->dobj->dobj->dep->root->root->conj->prep->pobj->nn,基于(rcmod) — 模型(dobj) — 来源(dobj) — 分析(dep) — 分析(root) — 是(root) — 展开(conj) — 针对(prep) — 问题(pobj) — 不确定性(nn),1
技术 → 引入到 → 领域,dobj->rcmod->nsubj->root->prep->pccomp->dobj->rcmod->loc->lobj->nn->nn->nn->nn,服务(dobj) — 面向(rcmod) — 架构(nsubj) — 引入(root) — 为了(prep) — 解决(pccomp) — 问题(dobj) — 存在(rcmod) — 中(loc) — 过程(lobj) — 发动机(nn) — 航空(nn) — 健康(nn) — 管理(nn),1
技术 → 形成 → 架构,amod->pccomp->prep->root->root->pobj->nn->cc->nn,模块化(amod) — 分解(pccomp) — 经(prep) — 形成(root) — 针对(root) — 难题(pobj) — 优化(nn) — 与(cc) — 架构(nn),1
技术 → 影响 → 任务,nn->nn->dobj->conj->root->nsubj->nn->nn->nn,PHM(nn) — 技术(nn) — 影响(dobj) — 分析(conj) — 满足(root) — 模型(nsubj) — 军机(nn) — 备件(nn) — 配置(nn),1
技术 → 影响 → 过程,nn->nn->pobj->assmod->pobj->nn->nn->nn,PHM(nn) — 技术(nn) — 分析(pobj) — 对(assmod) — 过程(pobj) — 航空(nn) — 装备(nn) — 保障(nn),1
技术 → 成为 → 关键技术,nsubj->root->conj->dobj->assmod->nn->nn->nn->nn,PHM(nsubj) — 是(root) — 成为(conj) — 之一(dobj) — 设计(assmod) — 飞机(nn) — 航空(nn) — 电子(nn) — 系统(nn),1
技术 → 技术成熟度达到 → 等级,punct->assmod->pobj->nn->pobj->prep->rcmod->dobj->root->root->dep->range->nummod,、(punct) — 基于(assmod) — 模型(pobj) — 控制(nn) — 领域(pobj) — 在(prep) — 进行(rcmod) — 工作(dobj) — 介绍(root) — 有(root) — 达到(dep) — 级(range) — 7(nummod),1
技术 → 拓展能力 → 组件,nn->nn,监测(nn) — 静电(nn),1
技术 → 提供 → 信息,nn->nn->nsubj->root->root->ccomp->dobj->nn,静电(nn) — 监测(nn) — 信号(nsubj) — 结合(root) — 发现(root) — 提供(ccomp) — 信息(dobj) — 预警(nn),1
技术 → 提供 → 方法,amod->nn->dobj->dep->root->root->ccomp->dobj->assmod->nn,虚拟(amod) — 仪器(nn) — 技术(dobj) — 采用(dep) — 为(root) — 表明(root) — 提供(ccomp) — 手段(dobj) — 验证(assmod) — 演示(nn),1
技术 → 提供技术手段 → 功能,nn->nn->nsubj->root->root->prep->pobj->assmod->assm->nn->conj,数字(nn) — 孪生体(nn) — 概念(nsubj) — 发展(root) — 提供(root) — 为(prep) — 融合(pobj) — 系统(assmod) — 的(assm) — 信息(nn) — 交互(conj),1
技术 → 提供支持 → 活动,nn->conj->assmod->dobj->dep->root->root->dep->prep->pobj->nn->conj,故障(nn) — 预测(conj) — 后勤(assmod) — 关系(dobj) — 描述(dep) — 进行(root) — 论证(root) — 提供(dep) — 为(prep) — 支持(pobj) — 装备(nn) — 采购(conj),1
技术 → 提供支持 → 活动,nn->conj->assmod->dobj->dep->root->root->dobj->assmod->lobj->det->nn,故障(nn) — 预测(conj) — 后勤(assmod) — 关系(dobj) — 描述(dep) — 进行(root) — 论证(root) — 关系(dobj) — 之间(assmod) — 支持(lobj) — 全(det) — 寿命(nn),1
技术 → 提供理论依据 → 应用,nn->nn,发动机(nn) — 航空(nn),1
技术 → 提升 → Performance Metric,amod->dobj->root->root->nsubj,关键(amod) — 作用(dobj) — 起到(root) — 统一(root) — 飞机(nsubj),1
技术 → 提升 → Performance Metric,nn->nn->pobj->prep->conj->dep->conj->root->root->nsubj->assmod->assm->nn,DBN(nn) — 模型(nn) — 组(pobj) — 对(prep) — 进行(conj) — 采用(dep) — 进行(conj) — 提出(root) — 是(root) — 预测(nsubj) — 设备(assmod) — 的(assm) — 故障(nn),1
技术 → 提升 → 能力,amod->nn->nsubj->conj->root->attr->rcmod->dobj->amod->nn->nn,人工(amod) — 智能(nn) — 技术(nsubj) — 应用(conj) — 是(root) — 手段(attr) — 提升(rcmod) — 竞争力(dobj) — 民用(amod) — 飞机(nn) — 国际(nn),1
技术 → 提取 → 特征,amod->amod->amod->nn->nn->nn->dobj->rcmod->cpm->nummod->nn,双向(amod) — 长(amod) — 短期(amod) — 记忆(nn) — 网络(nn) — 神经(nn) — 模型(dobj) — 基于(rcmod) — 的(cpm) — 多(nummod) — 尺度(nn),1
技术 → 提高 → Performance Metric,amod->nn->nn->nn->top->root->attr->rcmod->dobj,综合(amod) — 运载器(nn) — 健康(nn) — 管理(nn) — 技术(top) — 是(root) — 途径(attr) — 提高(rcmod) — 可维护性(dobj),1
技术 → 提高 → Performance Metric,amod->nn->nn->nn->top->root->attr->rcmod->dobj->conj,综合(amod) — 运载器(nn) — 健康(nn) — 管理(nn) — 技术(top) — 是(root) — 途径(attr) — 提高(rcmod) — 可维护性(dobj) — 可靠性(conj),1
技术 → 提高 → Performance Metric,amod->nn->nn->nn->top->root->attr->rcmod->dobj->conj,综合(amod) — 运载器(nn) — 健康(nn) — 管理(nn) — 技术(top) — 是(root) — 途径(attr) — 提高(rcmod) — 可维护性(dobj) — 安全性(conj),1
技术 → 提高 → Performance Metric,cc->nn->nn->nsubj->conj->prep->pobj->rcmod->dobj->amod->nn->punct->nummod,"与(cc) — 健康(nn) — 管理(nn) — 技术(nsubj) — 回顾(conj) — 作为(prep) — 技术(pobj) — 提高(rcmod) — 性(dobj) — 复杂(amod) — 系统(nn) — ""(punct) — 五(nummod)",1
技术 → 提高 → Performance Metric,conj->nn->nsubj->root->conj->conj->dobj->conj,预测(conj) — 故障(nn) — 技术(nsubj) — 是(root) — 降低(conj) — 提高(conj) — 可用性(dobj) — 安全性(conj),1
技术 → 提高 → Performance Metric,conj->nn->nsubj->root->conj->conj->dobj->nn->conj,预测(conj) — 故障(nn) — 技术(nsubj) — 是(root) — 降低(conj) — 提高(conj) — 可用性(dobj) — 任务(nn) — 成功率(conj),1
技术 → 提高 → Performance Metric,conj->nn->nsubj->root->conj->conj->dobj->nn->conj,预测(conj) — 故障(nn) — 技术(nsubj) — 是(root) — 降低(conj) — 提高(conj) — 可用性(dobj) — 战备(nn) — 完好率(conj),1
技术 → 提高 → Performance Metric,nn->nn->nn->assmod->pobj->root->root->prep->pobj->rcmod->dobj->nn,气路(nn) — 故障(nn) — 诊断(nn) — 技术(assmod) — 进步(pobj) — 随着(root) — 出发(root) — 从(prep) — 角度(pobj) — 提高(rcmod) — 安全性(dobj) — 飞行(nn),1
技术 → 提高 → Performance Metric,nn->nn->nn->dobj->nn,航空(nn) — 健康(nn) — 管理(nn) — 技术(dobj) — 发动机(nn),1
技术 → 提高 → Performance Metric,nsubj->root->attr->rcmod->dobj->nn,PHM(nsubj) — 是(root) — 手段(attr) — 提高(rcmod) — 效率(dobj) — 维修(nn),1
技术 → 提高 → Performance Metric,nsubj->root->attr->rcmod->dobj->nn->conj,PHM(nsubj) — 是(root) — 手段(attr) — 提高(rcmod) — 效率(dobj) — 系统(nn) — 可用性(conj),1
技术 → 提高 → Performance Metric,punct->prnmod->nn->nsubj->root->attr->rcmod->dobj->nn,)(punct) — PHM(prnmod) — 管理(nn) — 技术(nsubj) — 是(root) — 手段(attr) — 提高(rcmod) — 效率(dobj) — 维修(nn),1
技术 → 提高 → Performance Metric,punct->prnmod->nn->nsubj->root->attr->rcmod->dobj->nn->conj,)(punct) — PHM(prnmod) — 管理(nn) — 技术(nsubj) — 是(root) — 手段(attr) — 提高(rcmod) — 效率(dobj) — 系统(nn) — 可用性(conj),1
技术 → 提高 → 指标,nn->punct->root->nsubj->nn,制造(nn) — 、(punct) — 复杂(root) — 结构(nsubj) — 产品(nn),1
技术 → 提高 → 指标,nn->punct->root->nsubj->nn->nn,制造(nn) — 、(punct) — 复杂(root) — 结构(nsubj) — 产品(nn) — 航空(nn),1
技术 → 提高 → 指标,punct->nn->root->root->conj->prep->pobj->assmod->nn,、(punct) — 制造(nn) — 复杂(root) — 划分(root) — 具有(conj) — 对(prep) — 提高(pobj) — 水平(assmod) — 服务(nn),1
技术 → 提高 → 目标,nn->nn->nn->nn->nsubj->root->conj->attr->rcmod->dobj,航空(nn) — 发动机(nn) — 气路(nn) — 故障(nn) — 诊断(nsubj) — 是(root) — 是(conj) — 途径(attr) — 提高(rcmod) — 可靠性(dobj),1
技术 → 提高 → 目标,nn->nn->nn->nn->nsubj->root->conj->attr->rcmod->dobj->nn->conj,航空(nn) — 发动机(nn) — 气路(nn) — 故障(nn) — 诊断(nsubj) — 是(root) — 是(conj) — 途径(attr) — 提高(rcmod) — 可靠性(dobj) — 飞行(nn) — 安全性(conj),1
技术 → 支撑 → 目标,attr->root->top->nn,关键(attr) — 是(root) — 发动机(top) — 航空(nn),1
技术 → 支撑 → 系统,amod->dobj->root->root->nsubj->nn,关键(amod) — 作用(dobj) — 起到(root) — 统一(root) — 飞机(nsubj) — 电(nn),1
技术 → 改善 → 任务,nn->nn->nsubj->root->conj->prep->pobj->vmod->dobj->conj,技术(nn) — AHM(nn) — 革新(nsubj) — 得到(root) — 集中(conj) — 在(prep) — 方面(pobj) — 改善(vmod) — 配置(dobj) — 维修(conj),1
技术 → 改善 → 资源,nn->nn->nsubj->root->conj->prep->pobj->vmod->dobj->conj,技术(nn) — AHM(nn) — 革新(nsubj) — 得到(root) — 集中(conj) — 在(prep) — 方面(pobj) — 改善(vmod) — 配置(dobj) — 备件(conj),1
技术 → 改善 → 资源,nn->nn->nsubj->root->conj->prep->pobj->vmod->dobj->nn,技术(nn) — AHM(nn) — 革新(nsubj) — 得到(root) — 集中(conj) — 在(prep) — 方面(pobj) — 改善(vmod) — 配置(dobj) — 人员(nn),1
技术 → 旨在提高 → Performance Metric,nn->nn->assmod->pobj->prep->root->dep->prep->pobj->vmod->dobj->nn->nn,BIT(nn) — 智能(nn) — 技术(assmod) — 现状(pobj) — 对(prep) — 进行(root) — 阐述(dep) — 从(prep) — 方面(pobj) — 提高(vmod) — 效能(dobj) — 故障(nn) — 诊断(nn),1
技术 → 旨在降低 → Performance Metric,nn->nn->assmod->pobj->prep->root->dep->prep->pobj->vmod->conj->dobj,BIT(nn) — 智能(nn) — 技术(assmod) — 现状(pobj) — 对(prep) — 进行(root) — 阐述(dep) — 从(prep) — 方面(pobj) — 提高(vmod) — 降低(conj) — 虚警率(dobj),1
技术 → 是 → 工具,pobj,系统(pobj),1
技术 → 是 → 技术,punct->prnmod->nn->nsubj->root->prep->pobj->assmod->lobj->clf->amod->nummod->nn->conj,)(punct) — PHM(prnmod) — 管理(nn) — 技术(nsubj) — 受到(root) — 作为(prep) — 部分(pobj) — 中(assmod) — 使用(lobj) — 代(clf) — 新(amod) — 一(nummod) — 飞机(nn) — 设计(conj),1
技术 → 是 → 技术定位,cc->nn->nn->nsubj->conj->prep->pobj->amod->nn,与(cc) — 健康(nn) — 管理(nn) — 技术(nsubj) — 回顾(conj) — 作为(prep) — 技术(pobj) — 关键(amod) — 使能(nn),1
技术 → 是 → 技术定位,conj->nn->nsubj->root->attr->rcmod->dobj->amod->amod->nn,预测(conj) — 故障(nn) — 技术(nsubj) — 是(root) — 技术(attr) — 实现(rcmod) — 保障(dobj) — 新型(amod) — 自主式(amod) — 后勤(nn),1
技术 → 是 → 技术类别,amod->nn->nn->dobj->conj->root->dep->dep->dobj->amod,综合(amod) — 飞行器(nn) — 管理(nn) — 技术(dobj) — 促使(conj) — 提出(root) — 使(dep) — 成为(dep) — 技术(dobj) — 关键(amod),1
技术 → 是 → 技术类别,amod->nn->nn->top->root->attr->nn->amod,防热(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 之一(attr) — 技术(nn) — 关键(amod),1
技术 → 是 → 技术类型,cc->nn->dep->root->attr->nn->nn,与(cc) — 健康(nn) — 管理(dep) — 是(root) — 手段(attr) — 保障(nn) — 技术(nn),1
技术 → 是 → 概念,amod->top->root->attr->nn,综合(amod) — 诊断(top) — 是(root) — 方向(attr) — 发展(nn),1
技术 → 是 → 概念,amod->top->root->attr->nn->conj,综合(amod) — 诊断(top) — 是(root) — 方向(attr) — 技术(nn) — 手段(conj),1
技术 → 是 → 研究现状,nn->nn->nn->nn->nsubj->root->conj->dobj->assmod->nn->nn->nn->nn,航空(nn) — 发动机(nn) — 气路(nn) — 故障(nn) — 诊断(nsubj) — 是(root) — 成为(conj) — 热点(dobj) — 领域(assmod) — 飞行(nn) — 推进(nn) — 技术(nn) — 研究(nn),1
技术 → 是 → 组成部分,punct->prnmod->nn->nsubj->root->prep->pobj->assmod->lobj->clf->amod->nummod->nn->conj,)(punct) — PHM(prnmod) — 管理(nn) — 技术(nsubj) — 受到(root) — 作为(prep) — 部分(pobj) — 中(assmod) — 使用(lobj) — 代(clf) — 新(amod) — 一(nummod) — 飞机(nn) — 设计(conj),1
技术 → 是关键技术 → 应用领域,nn->nn->top->root->attr->assmod->nn->nn->nn->nn,故障(nn) — 特征(nn) — 提取(top) — 是(root) — 技术(attr) — 预测(assmod) — 航空(nn) — 电子(nn) — 设备(nn) — 故障(nn),1
技术 → 是核心技术 → 技术,nn->top->root->root->top->cc->nn,数据(nn) — 挖掘(top) — 是(root) — 是(root) — 管理(top) — 与(cc) — 健康(nn),1
技术 → 未推广应用 → 领域,punct->prnmod->nn->nsubj->root->conj->prep->pobj->conj->amod->nn->nn,)(punct) — RFID(prnmod) — 识别(nn) — 技术(nsubj) — 得到(root) — 得到(conj) — 在(prep) — 领域(pobj) — 领域(conj) — 民用(amod) — 航空(nn) — 制造(nn),1
技术 → 未推广应用 → 领域,punct->prnmod->nn->nsubj->root->conj->prep->pobj->nn->nn->nn,)(punct) — RFID(prnmod) — 识别(nn) — 技术(nsubj) — 得到(root) — 得到(conj) — 在(prep) — 领域(pobj) — 飞机(nn) — 运营(nn) — 维护(nn),1
